Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
1996,Prince Edward Island,11,Males,All other circulatory diseases,Mortality,v2008587,9.2.9.1,89.9
1996,Prince Edward Island,11,Males,All other circulatory diseases,"Low 95% confidence interval, mortality",v2008588,9.2.9.2,76.5
1996,Prince Edward Island,11,Males,All other circulatory diseases,"High 95% confidence interval, mortality",v2008589,9.2.9.3,103.3
1996,Prince Edward Island,11,Males,Cerebrovascular diseases,Mortality,v2008590,9.2.10.1,63.6
1996,Prince Edward Island,11,Males,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2008591,9.2.10.2,52.4
1996,Prince Edward Island,11,Males,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2008592,9.2.10.3,74.8
1996,Prince Edward Island,11,Males,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2008593,9.2.11.1,98.8
1996,Prince Edward Island,11,Males,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2008594,9.2.11.2,84.9
1996,Prince Edward Island,11,Males,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2008595,9.2.11.3,112.7
1996,Prince Edward Island,11,Males,Pneumonia and influenza,Mortality,v2008596,9.2.12.1,48.1
1996,Prince Edward Island,11,Males,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2008597,9.2.12.2,38.2
1996,Prince Edward Island,11,Males,Pneumonia and influenza,"High 95% confidence interval, mortality",v2008598,9.2.12.3,58.0
1996,Prince Edward Island,11,Males,"Bronchitis, emphysema and asthma",Mortality,v2008599,9.2.13.1,11.4
1996,Prince Edward Island,11,Males,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2008600,9.2.13.2,6.7
1996,Prince Edward Island,11,Males,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2008601,9.2.13.3,16.1
1996,Prince Edward Island,11,Males,All other respiratory diseases,Mortality,v2008602,9.2.14.1,39.3
1996,Prince Edward Island,11,Males,All other respiratory diseases,"Low 95% confidence interval, mortality",v2008603,9.2.14.2,30.6
1996,Prince Edward Island,11,Males,All other respiratory diseases,"High 95% confidence interval, mortality",v2008604,9.2.14.3,48.0
1996,Prince Edward Island,11,Males,Unintentional injuries,Mortality,v2008605,9.2.15.1,51.4
1996,Prince Edward Island,11,Males,Unintentional injuries,"Low 95% confidence interval, mortality",v2008606,9.2.15.2,41.3
1996,Prince Edward Island,11,Males,Unintentional injuries,"High 95% confidence interval, mortality",v2008607,9.2.15.3,61.6
1996,Prince Edward Island,11,Males,Suicides and self-inflicted injuries,Mortality,v2008608,9.2.16.1,18.4
1996,Prince Edward Island,11,Males,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2008609,9.2.16.2,12.4
1996,Prince Edward Island,11,Males,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2008610,9.2.16.3,24.3
1996,Prince Edward Island,11,Males,Human immunodeficiency virus (HIV) infection,Mortality,v2008611,9.2.17.1,2.0
1996,Prince Edward Island,11,Males,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2008612,9.2.17.2,0.0
1996,Prince Edward Island,11,Males,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2008613,9.2.17.3,4.0
1996,Prince Edward Island,11,Females,"Total, all causes of death",Mortality,v2008614,9.3.1.1,513.1
1996,Prince Edward Island,11,Females,"Total, all causes of death","Low 95% confidence interval, mortality",v2008615,9.3.1.2,487.2
1996,Prince Edward Island,11,Females,"Total, all causes of death","High 95% confidence interval, mortality",v2008616,9.3.1.3,539.1
1996,Prince Edward Island,11,Females,All malignant neoplasms (cancers),Mortality,v2008617,9.3.2.1,146.5
1996,Prince Edward Island,11,Females,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2008618,9.3.2.2,131.3
1996,Prince Edward Island,11,Females,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2008619,9.3.2.3,161.6
1996,Prince Edward Island,11,Females,Colorectal cancer,Mortality,v2008620,9.3.3.1,15.9
1996,Prince Edward Island,11,Females,Colorectal cancer,"Low 95% confidence interval, mortality",v2008621,9.3.3.2,11.1
1996,Prince Edward Island,11,Females,Colorectal cancer,"High 95% confidence interval, mortality",v2008622,9.3.3.3,20.8
1996,Prince Edward Island,11,Females,Lung cancer,Mortality,v2008623,9.3.4.1,41.7
1996,Prince Edward Island,11,Females,Lung cancer,"Low 95% confidence interval, mortality",v2008624,9.3.4.2,33.3
1996,Prince Edward Island,11,Females,Lung cancer,"High 95% confidence interval, mortality",v2008625,9.3.4.3,50.2
1996,Prince Edward Island,11,Females,Female breast cancer,Mortality,v2008626,9.3.5.1,23.8
1996,Prince Edward Island,11,Females,Female breast cancer,"Low 95% confidence interval, mortality",v2008627,9.3.5.2,17.7
1996,Prince Edward Island,11,Females,Female breast cancer,"High 95% confidence interval, mortality",v2008628,9.3.5.3,30.0
1996,Prince Edward Island,11,Females,Prostate cancer,Mortality,v2008629,9.3.6.1,0.0
1996,Prince Edward Island,11,Females,Prostate cancer,"Low 95% confidence interval, mortality",v2008630,9.3.6.2,0.0
1996,Prince Edward Island,11,Females,Prostate cancer,"High 95% confidence interval, mortality",v2008631,9.3.6.3,0.0
1996,Prince Edward Island,11,Females,Circulatory diseases,Mortality,v2008632,9.3.7.1,198.2
1996,Prince Edward Island,11,Females,Circulatory diseases,"Low 95% confidence interval, mortality",v2008633,9.3.7.2,182.8
1996,Prince Edward Island,11,Females,Circulatory diseases,"High 95% confidence interval, mortality",v2008634,9.3.7.3,213.6
1996,Prince Edward Island,11,Females,Ischaemic heart diseases,Mortality,v2008635,9.3.8.1,102.2
1996,Prince Edward Island,11,Females,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2008636,9.3.8.2,91.0
1996,Prince Edward Island,11,Females,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2008637,9.3.8.3,113.3
1996,Prince Edward Island,11,Females,All other circulatory diseases,Mortality,v2008638,9.3.9.1,50.2
1996,Prince Edward Island,11,Females,All other circulatory diseases,"Low 95% confidence interval, mortality",v2008639,9.3.9.2,42.4
1996,Prince Edward Island,11,Females,All other circulatory diseases,"High 95% confidence interval, mortality",v2008640,9.3.9.3,57.9
1996,Prince Edward Island,11,Females,Cerebrovascular diseases,Mortality,v2008641,9.3.10.1,45.9
1996,Prince Edward Island,11,Females,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2008642,9.3.10.2,38.4
1996,Prince Edward Island,11,Females,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2008643,9.3.10.3,53.4
1996,Prince Edward Island,11,Females,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2008644,9.3.11.1,47.5
1996,Prince Edward Island,11,Females,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2008645,9.3.11.2,39.9
1996,Prince Edward Island,11,Females,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2008646,9.3.11.3,55.2
1996,Prince Edward Island,11,Females,Pneumonia and influenza,Mortality,v2008647,9.3.12.1,23.6
1996,Prince Edward Island,11,Females,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2008648,9.3.12.2,18.6
1996,Prince Edward Island,11,Females,Pneumonia and influenza,"High 95% confidence interval, mortality",v2008649,9.3.12.3,28.7
1996,Prince Edward Island,11,Females,"Bronchitis, emphysema and asthma",Mortality,v2008650,9.3.13.1,4.7
1996,Prince Edward Island,11,Females,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2008651,9.3.13.2,2.0
1996,Prince Edward Island,11,Females,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2008652,9.3.13.3,7.4
1996,Prince Edward Island,11,Females,All other respiratory diseases,Mortality,v2008653,9.3.14.1,19.2
1996,Prince Edward Island,11,Females,All other respiratory diseases,"Low 95% confidence interval, mortality",v2008654,9.3.14.2,14.1
1996,Prince Edward Island,11,Females,All other respiratory diseases,"High 95% confidence interval, mortality",v2008655,9.3.14.3,24.3
1996,Prince Edward Island,11,Females,Unintentional injuries,Mortality,v2008656,9.3.15.1,17.4
1996,Prince Edward Island,11,Females,Unintentional injuries,"Low 95% confidence interval, mortality",v2008657,9.3.15.2,12.2
1996,Prince Edward Island,11,Females,Unintentional injuries,"High 95% confidence interval, mortality",v2008658,9.3.15.3,22.6
1996,Prince Edward Island,11,Females,Suicides and self-inflicted injuries,Mortality,v2008659,9.3.16.1,3.8
1996,Prince Edward Island,11,Females,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2008660,9.3.16.2,1.2
1996,Prince Edward Island,11,Females,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2008661,9.3.16.3,6.5
1996,Prince Edward Island,11,Females,Human immunodeficiency virus (HIV) infection,Mortality,v2008662,9.3.17.1,0.0
1996,Prince Edward Island,11,Females,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2008663,9.3.17.2,0.0
1996,Prince Edward Island,11,Females,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2008664,9.3.17.3,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Total, all causes of death",Mortality,v2008665,10.1.1.1,767.4
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Total, all causes of death","Low 95% confidence interval, mortality",v2008666,10.1.1.2,732.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Total, all causes of death","High 95% confidence interval, mortality",v2008667,10.1.1.3,802.7
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All malignant neoplasms (cancers),Mortality,v2008668,10.1.2.1,205.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2008669,10.1.2.2,185.9
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2008670,10.1.2.3,224.7
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Colorectal cancer,Mortality,v2008671,10.1.3.1,17.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Colorectal cancer,"Low 95% confidence interval, mortality",v2008672,10.1.3.2,11.8
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Colorectal cancer,"High 95% confidence interval, mortality",v2008673,10.1.3.3,22.8
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Lung cancer,Mortality,v2008674,10.1.4.1,55.0
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Lung cancer,"Low 95% confidence interval, mortality",v2008675,10.1.4.2,44.8
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Lung cancer,"High 95% confidence interval, mortality",v2008676,10.1.4.3,65.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Female breast cancer,Mortality,v2008677,10.1.5.1,15.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Female breast cancer,"Low 95% confidence interval, mortality",v2008678,10.1.5.2,9.9
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Female breast cancer,"High 95% confidence interval, mortality",v2008679,10.1.5.3,20.4
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Prostate cancer,Mortality,v2008680,10.1.6.1,13.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Prostate cancer,"Low 95% confidence interval, mortality",v2008681,10.1.6.2,8.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Prostate cancer,"High 95% confidence interval, mortality",v2008682,10.1.6.3,18.1
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Circulatory diseases,Mortality,v2008683,10.1.7.1,293.7
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Circulatory diseases,"Low 95% confidence interval, mortality",v2008684,10.1.7.2,272.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Circulatory diseases,"High 95% confidence interval, mortality",v2008685,10.1.7.3,315.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Ischaemic heart diseases,Mortality,v2008686,10.1.8.1,153.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2008687,10.1.8.2,137.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2008688,10.1.8.3,169.1
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other circulatory diseases,Mortality,v2008689,10.1.9.1,75.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other circulatory diseases,"Low 95% confidence interval, mortality",v2008690,10.1.9.2,64.4
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other circulatory diseases,"High 95% confidence interval, mortality",v2008691,10.1.9.3,86.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Cerebrovascular diseases,Mortality,v2008692,10.1.10.1,65.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2008693,10.1.10.2,55.1
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2008694,10.1.10.3,75.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2008695,10.1.11.1,76.6
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2008696,10.1.11.2,65.6
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2008697,10.1.11.3,87.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Pneumonia and influenza,Mortality,v2008698,10.1.12.1,36.3
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2008699,10.1.12.2,28.9
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Pneumonia and influenza,"High 95% confidence interval, mortality",v2008700,10.1.12.3,43.7
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Bronchitis, emphysema and asthma",Mortality,v2008701,10.1.13.1,8.1
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2008702,10.1.13.2,4.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2008703,10.1.13.3,11.7
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other respiratory diseases,Mortality,v2008704,10.1.14.1,32.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other respiratory diseases,"Low 95% confidence interval, mortality",v2008705,10.1.14.2,24.9
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,All other respiratory diseases,"High 95% confidence interval, mortality",v2008706,10.1.14.3,39.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Unintentional injuries,Mortality,v2008707,10.1.15.1,29.6
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Unintentional injuries,"Low 95% confidence interval, mortality",v2008708,10.1.15.2,22.0
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Unintentional injuries,"High 95% confidence interval, mortality",v2008709,10.1.15.3,37.2
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Suicides and self-inflicted injuries,Mortality,v2008710,10.1.16.1,14.1
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2008711,10.1.16.2,8.6
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2008712,10.1.16.3,19.5
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Human immunodeficiency virus (HIV) infection,Mortality,v2008713,10.1.17.1,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2008714,10.1.17.2,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Both sexes,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2008715,10.1.17.3,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Total, all causes of death",Mortality,v2008716,10.2.1.1,989.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Total, all causes of death","Low 95% confidence interval, mortality",v2008717,10.2.1.2,926.7
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Total, all causes of death","High 95% confidence interval, mortality",v2008718,10.2.1.3,1051.8
1996,"Urban Health Region, Prince Edward Island",1101,Males,All malignant neoplasms (cancers),Mortality,v2008719,10.2.2.1,257.7
1996,"Urban Health Region, Prince Edward Island",1101,Males,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2008720,10.2.2.2,224.7
1996,"Urban Health Region, Prince Edward Island",1101,Males,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2008721,10.2.2.3,290.6
1996,"Urban Health Region, Prince Edward Island",1101,Males,Colorectal cancer,Mortality,v2008722,10.2.3.1,17.7
1996,"Urban Health Region, Prince Edward Island",1101,Males,Colorectal cancer,"Low 95% confidence interval, mortality",v2008723,10.2.3.2,9.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,Colorectal cancer,"High 95% confidence interval, mortality",v2008724,10.2.3.3,26.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,Lung cancer,Mortality,v2008725,10.2.4.1,69.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,Lung cancer,"Low 95% confidence interval, mortality",v2008726,10.2.4.2,51.9
1996,"Urban Health Region, Prince Edward Island",1101,Males,Lung cancer,"High 95% confidence interval, mortality",v2008727,10.2.4.3,86.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,Female breast cancer,Mortality,v2008728,10.2.5.1,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Female breast cancer,"Low 95% confidence interval, mortality",v2008729,10.2.5.2,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Female breast cancer,"High 95% confidence interval, mortality",v2008730,10.2.5.3,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Prostate cancer,Mortality,v2008731,10.2.6.1,33.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Prostate cancer,"Low 95% confidence interval, mortality",v2008732,10.2.6.2,21.2
1996,"Urban Health Region, Prince Edward Island",1101,Males,Prostate cancer,"High 95% confidence interval, mortality",v2008733,10.2.6.3,44.8
1996,"Urban Health Region, Prince Edward Island",1101,Males,Circulatory diseases,Mortality,v2008734,10.2.7.1,369.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,Circulatory diseases,"Low 95% confidence interval, mortality",v2008735,10.2.7.2,329.9
1996,"Urban Health Region, Prince Edward Island",1101,Males,Circulatory diseases,"High 95% confidence interval, mortality",v2008736,10.2.7.3,408.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,Ischaemic heart diseases,Mortality,v2008737,10.2.8.1,207.5
1996,"Urban Health Region, Prince Edward Island",1101,Males,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2008738,10.2.8.2,177.9
1996,"Urban Health Region, Prince Edward Island",1101,Males,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2008739,10.2.8.3,237.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other circulatory diseases,Mortality,v2008740,10.2.9.1,95.6
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other circulatory diseases,"Low 95% confidence interval, mortality",v2008741,10.2.9.2,75.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other circulatory diseases,"High 95% confidence interval, mortality",v2008742,10.2.9.3,116.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,Cerebrovascular diseases,Mortality,v2008743,10.2.10.1,66.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2008744,10.2.10.2,49.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2008745,10.2.10.3,83.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2008746,10.2.11.1,103.6
1996,"Urban Health Region, Prince Edward Island",1101,Males,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2008747,10.2.11.2,82.4
1996,"Urban Health Region, Prince Edward Island",1101,Males,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2008748,10.2.11.3,124.9
1996,"Urban Health Region, Prince Edward Island",1101,Males,Pneumonia and influenza,Mortality,v2008749,10.2.12.1,48.9
1996,"Urban Health Region, Prince Edward Island",1101,Males,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2008750,10.2.12.2,34.0
1996,"Urban Health Region, Prince Edward Island",1101,Males,Pneumonia and influenza,"High 95% confidence interval, mortality",v2008751,10.2.12.3,63.8
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Bronchitis, emphysema and asthma",Mortality,v2008752,10.2.13.1,14.4
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2008753,10.2.13.2,6.5
1996,"Urban Health Region, Prince Edward Island",1101,Males,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2008754,10.2.13.3,22.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other respiratory diseases,Mortality,v2008755,10.2.14.1,40.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other respiratory diseases,"Low 95% confidence interval, mortality",v2008756,10.2.14.2,27.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,All other respiratory diseases,"High 95% confidence interval, mortality",v2008757,10.2.14.3,53.5
1996,"Urban Health Region, Prince Edward Island",1101,Males,Unintentional injuries,Mortality,v2008758,10.2.15.1,47.4
1996,"Urban Health Region, Prince Edward Island",1101,Males,Unintentional injuries,"Low 95% confidence interval, mortality",v2008759,10.2.15.2,33.1
1996,"Urban Health Region, Prince Edward Island",1101,Males,Unintentional injuries,"High 95% confidence interval, mortality",v2008760,10.2.15.3,61.7
1996,"Urban Health Region, Prince Edward Island",1101,Males,Suicides and self-inflicted injuries,Mortality,v2008761,10.2.16.1,23.4
1996,"Urban Health Region, Prince Edward Island",1101,Males,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2008762,10.2.16.2,13.3
1996,"Urban Health Region, Prince Edward Island",1101,Males,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2008763,10.2.16.3,33.5
1996,"Urban Health Region, Prince Edward Island",1101,Males,Human immunodeficiency virus (HIV) infection,Mortality,v2008764,10.2.17.1,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Males,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2008765,10.2.17.2,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Males,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2008766,10.2.17.3,0 s
1996,"Urban Health Region, Prince Edward Island",1101,Females,"Total, all causes of death",Mortality,v2008767,10.3.1.1,602.6
1996,"Urban Health Region, Prince Edward Island",1101,Females,"Total, all causes of death","Low 95% confidence interval, mortality",v2008768,10.3.1.2,561.9
1996,"Urban Health Region, Prince Edward Island",1101,Females,"Total, all causes of death","High 95% confidence interval, mortality",v2008769,10.3.1.3,643.2
1996,"Urban Health Region, Prince Edward Island",1101,Females,All malignant neoplasms (cancers),Mortality,v2008770,10.3.2.1,169.3
1996,"Urban Health Region, Prince Edward Island",1101,Females,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2008771,10.3.2.2,145.4
1996,"Urban Health Region, Prince Edward Island",1101,Females,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2008772,10.3.2.3,193.2
1996,"Urban Health Region, Prince Edward Island",1101,Females,Colorectal cancer,Mortality,v2008773,10.3.3.1,17.2
1996,"Urban Health Region, Prince Edward Island",1101,Females,Colorectal cancer,"Low 95% confidence interval, mortality",v2008774,10.3.3.2,9.7
1996,"Urban Health Region, Prince Edward Island",1101,Females,Colorectal cancer,"High 95% confidence interval, mortality",v2008775,10.3.3.3,24.8
1996,"Urban Health Region, Prince Edward Island",1101,Females,Lung cancer,Mortality,v2008776,10.3.4.1,46.7
1996,"Urban Health Region, Prince Edward Island",1101,Females,Lung cancer,"Low 95% confidence interval, mortality",v2008777,10.3.4.2,33.6
1996,"Urban Health Region, Prince Edward Island",1101,Females,Lung cancer,"High 95% confidence interval, mortality",v2008778,10.3.4.3,59.7
1996,"Urban Health Region, Prince Edward Island",1101,Females,Female breast cancer,Mortality,v2008779,10.3.5.1,27.2
1996,"Urban Health Region, Prince Edward Island",1101,Females,Female breast cancer,"Low 95% confidence interval, mortality",v2008780,10.3.5.2,17.5
1996,"Urban Health Region, Prince Edward Island",1101,Females,Female breast cancer,"High 95% confidence interval, mortality",v2008781,10.3.5.3,37.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,Prostate cancer,Mortality,v2008782,10.3.6.1,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,Prostate cancer,"Low 95% confidence interval, mortality",v2008783,10.3.6.2,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,Prostate cancer,"High 95% confidence interval, mortality",v2008784,10.3.6.3,0.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,Circulatory diseases,Mortality,v2008785,10.3.7.1,232.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,Circulatory diseases,"Low 95% confidence interval, mortality",v2008786,10.3.7.2,208.1
1996,"Urban Health Region, Prince Edward Island",1101,Females,Circulatory diseases,"High 95% confidence interval, mortality",v2008787,10.3.7.3,255.8
1996,"Urban Health Region, Prince Edward Island",1101,Females,Ischaemic heart diseases,Mortality,v2008788,10.3.8.1,105.1
1996,"Urban Health Region, Prince Edward Island",1101,Females,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2008789,10.3.8.2,88.9
1996,"Urban Health Region, Prince Edward Island",1101,Females,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2008790,10.3.8.3,121.3
1996,"Urban Health Region, Prince Edward Island",1101,Females,All other circulatory diseases,Mortality,v2008791,10.3.9.1,62.4
1996,"Urban Health Region, Prince Edward Island",1101,Females,All other circulatory diseases,"Low 95% confidence interval, mortality",v2008792,10.3.9.2,50.0
1996,"Urban Health Region, Prince Edward Island",1101,Females,All other circulatory diseases,"High 95% confidence interval, mortality",v2008793,10.3.9.3,74.8
1996,"Urban Health Region, Prince Edward Island",1101,Females,Cerebrovascular diseases,Mortality,v2008794,10.3.10.1,64.4
1996,"Urban Health Region, Prince Edward Island",1101,Females,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2008795,10.3.10.2,51.5
1996,"Urban Health Region, Prince Edward Island",1101,Females,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2008796,10.3.10.3,77.3
1996,"Urban Health Region, Prince Edward Island",1101,Females,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2008797,10.3.11.1,62.7
1996,"Urban Health Region, Prince Edward Island",1101,Females,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2008798,10.3.11.2,49.9
1996,"Urban Health Region, Prince Edward Island",1101,Females,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2008799,10.3.11.3,75.6
1996,"Urban Health Region, Prince Edward Island",1101,Females,Pneumonia and influenza,Mortality,v2008800,10.3.12.1,30.9
